secid,ticker,exchangecd,secshortname,enddate,period,overallrating
001852.OFCN,1852,,融通中国风1号灵活配置混合-A/B,2020-06-30,3,5
001868.OFCN,1868,,招商产业债券-C,2020-06-30,3,5
001886.OFCN,1886,,中欧行业成长混合(LOF)-E,2020-06-30,3,5
001889.OFCN,1889,,中欧增强回报债券(LOF)-E,2020-06-30,3,5
001911.OFCN,1911,,博时裕恒纯债债券,2020-06-30,3,5
001938.OFCN,1938,,中欧时代先锋股票-A,2020-06-30,3,5
001941.OFCN,1941,,融通通源短融债券-B,2020-06-30,3,5
001975.OFCN,1975,,景顺长城环保优势股票,2020-06-30,3,5
001993.OFCN,1993,,博时裕泰纯债债券,2020-06-30,3,5
001997.OFCN,1997,,工银瑞信新趋势灵活配置混合-C,2020-06-30,3,5
001998.OFCN,1998,,工银瑞信新焦点灵活配置混合-C,2020-06-30,3,5
002001.OFCN,2001,,华夏回报混合-A,2020-06-30,5,5
002009.OFCN,2009,,中欧瑾通灵活配置混合-A,2020-06-30,3,5
002010.OFCN,2010,,中欧瑾通灵活配置混合-C,2020-06-30,3,5
002015.OFCN,2015,,南方荣光灵活配置混合-A,2020-06-30,3,5
002018.OFCN,2018,,鹏华弘安灵活配置混合-A,2020-06-30,3,5
